caseID,prefix-length,true-next-activity,pred-next-activity,true-next-time,pred-next-time,true-outcome,pred-outcome,true-cycle-time,pred-cylce-time
12182573,1,6,1,1.7820949074074075,0.49844163547718,0,3,1.7824189814814815,0.7188867609558652
12182573,2,0,0,0.00032407407407407406,0.0004517785238328836,0,3,1.7824189814814815,1.7999677241742296
12182573,3,18,18,0.0,0.0076061195709261585,0,0,1.7824189814814815,1.7963776077504536
12981403,1,8,1,0.008043981481481482,0.49844163547718,8,3,0.008043981481481482,0.7188867609558652
12981403,2,18,18,0.0,0.004805122415360145,8,8,0.008043981481481482,0.013327404283117475
36646199,1,1,1,0.0031134259259259257,0.49844163547718,0,3,1.1141898148148148,0.7188867609558652
36646199,2,6,1,1.1103935185185185,0.49844163547718,0,3,1.1141898148148148,0.7220001868817912
36646199,3,0,0,0.0006828703703703704,0.0004517785238328836,0,3,1.1141898148148148,1.1313797612112666
36646199,4,18,18,0.0,0.0076061195709261585,0,0,1.1141898148148148,1.128148441083787
41027832,1,6,1,1.3516435185185185,0.49844163547718,0,3,1.3519097222222223,0.7188867609558652
41027832,2,0,0,0.0002662037037037037,0.0004517785238328836,0,3,1.3519097222222223,1.3695163352853406
41027832,3,18,18,0.0,0.0076061195709261585,0,0,1.3519097222222223,1.3658683484911944
41255227,1,1,1,0.004340277777777778,0.49844163547718,8,3,1.0331481481481481,0.7188867609558652
41255227,2,8,1,1.0288078703703705,0.49844163547718,8,3,1.0331481481481481,0.723227038733643
41255227,3,18,18,0.0,0.004805122415360145,8,8,1.0331481481481481,1.038431570949784
4380207,1,1,1,0.0026157407407407405,0.49844163547718,9,3,0.007581018518518518,0.7188867609558652
4380207,2,1,1,0.00016203703703703703,0.49844163547718,9,3,0.007581018518518518,0.721502501696606
4380207,3,9,1,0.004803240740740741,0.49844163547718,9,3,0.007581018518518518,0.721664538733643
4380207,4,18,0,0.0,0.00042997382198952885,9,3,0.007581018518518518,0.008838750727166958
33595778,1,2,1,0.8162847222222223,0.49844163547718,4,3,0.8165509259259259,0.7188867609558652
33595778,2,4,18,0.0002662037037037037,0.0024678005792814445,4,2,0.8165509259259259,0.8193303213779503
33595778,3,18,18,0.0,0.01187842434629067,4,4,0.8165509259259259,0.8351528432352662
22677895,1,3,1,0.007673611111111111,0.49844163547718,4,3,0.008541666666666666,0.7188867609558652
22677895,2,4,18,0.0008680555555555555,0.00791851614199064,4,3,0.008541666666666666,0.018749442282570698
22677895,3,18,18,0.0,0.01187842434629067,4,4,0.008541666666666666,0.027143583976006858
5459153,1,6,1,0.0020949074074074073,0.49844163547718,11,3,0.010972222222222222,0.7188867609558652
5459153,2,4,0,0.0011111111111111111,0.0004517785238328836,11,3,0.010972222222222222,0.01996772417422942
5459153,3,11,18,0.007766203703703704,0.01187842434629067,11,4,0.010972222222222222,0.02180793582785871
5459153,4,18,18,0.0,0.0031084907877420567,11,11,0.010972222222222222,0.014488273171648806
13319973,1,1,1,0.002002314814814815,0.49844163547718,3,3,0.15403935185185186,0.7188867609558652
13319973,2,3,1,0.15203703703703703,0.49844163547718,3,3,0.15403935185185186,0.7208890757706801
13319973,3,18,18,0.0,0.00791851614199064,3,3,0.15403935185185186,0.16511518302331143
9230319,1,8,1,0.20167824074074073,0.49844163547718,8,3,0.20167824074074073,0.7188867609558652
9230319,2,18,18,0.0,0.004805122415360145,8,8,0.20167824074074073,0.20696166354237672
31119089,1,5,1,0.17284722222222224,0.49844163547718,5,3,0.17284722222222224,0.7188867609558652
31119089,2,18,18,0.0,0.028708395895895897,5,5,0.17284722222222224,0.20647432358829418
42472776,1,6,1,1.0990393518518518,0.49844163547718,0,3,1.0994907407407408,0.7188867609558652
42472776,2,0,0,0.00045138888888888887,0.0004517785238328836,0,3,1.0994907407407408,1.116912168618674
42472776,3,18,18,0.0,0.0076061195709261585,0,0,1.0994907407407408,1.113449367009713
40950445,1,1,1,0.004988425925925926,0.49844163547718,4,3,0.0062268518518518515,0.7188867609558652
40950445,2,6,1,0.0009837962962962962,0.49844163547718,4,3,0.0062268518518518515,0.7238751868817912
40950445,3,4,0,0.0002546296296296296,0.0004517785238328836,4,3,0.0062268518518518515,0.02384503898904423
40950445,4,18,18,0.0,0.01187842434629067,4,4,0.0062268518518518515,0.024828769161192043
7521911,1,3,1,0.008113425925925927,0.49844163547718,3,3,0.010347222222222223,0.7188867609558652
7521911,2,2,18,0.00034722222222222224,0.00791851614199064,3,3,0.010347222222222223,0.019189257097385514
7521911,3,8,18,0.0007986111111111112,0.0024678005792814445,3,2,0.010347222222222223,0.011506247303876255
7521911,4,0,18,0.0009375,0.004805122415360145,3,8,0.010347222222222223,0.014542682060895252
7521911,5,3,18,0.00015046296296296297,0.0076061195709261585,3,0,0.010347222222222223,0.024155385528231516
7521911,6,18,18,0.0,0.00791851614199064,3,3,0.010347222222222223,0.02142305339368181
8778780,1,3,1,1.9703935185185186,0.49844163547718,8,3,1.9709953703703704,0.7188867609558652
8778780,2,0,18,0.0005208333333333333,0.00791851614199064,8,3,1.9709953703703704,1.981469349689978
8778780,3,8,18,8.101851851851852e-05,0.0076061195709261585,8,0,1.9709953703703704,1.984872978120824
8778780,4,18,18,0.0,0.004805122415360145,8,8,1.9709953703703704,1.9762787931720063
30294706,1,1,1,0.0015393518518518519,0.49844163547718,10,3,0.1458912037037037,0.7188867609558652
30294706,2,3,1,0.1434375,0.49844163547718,10,3,0.1458912037037037,0.7204261128077172
