caseID,prefix-length,true-next-activity,pred-next-activity,true-next-time,pred-next-time,true-outcome,pred-outcome,true-cycle-time,pred-cylce-time
40832,1,5,1,10.957638888888889,6.550570023148148,5,1,10.957638888888889,7.952309027777778
40832,2,25,25,0.0,0.0810871661150897,5,5,10.957638888888889,10.957638888888889
40833,1,6,1,1.0347222222222223,7.198226996527778,6,1,1.0347222222222223,7.120207609953703
40833,2,25,25,0.0,0.0,6,6,1.0347222222222223,1.0347222222222223
40837,1,1,5,7.420833333333333,6.033525390625,1,5,1061.5645833333333,6.117602719907407
40837,2,0,25,1052.71875,0.0,1,1,1061.5645833333333,7.420833333333333
40837,3,1,1,1.425,3.544070457175926,1,1,1061.5645833333333,1069.8468778935185
40837,4,25,25,0.0,3.2546075665509258,1,1,1061.5645833333333,1062.729577094184
40850,1,9,1,11.897916666666667,6.741862702546296,9,1,11.897916666666667,7.410433304398148
40850,2,25,25,0.0,0.13864334671585649,9,9,11.897916666666667,11.897916666666667
40851,1,5,1,7.006944444444445,5.176911530671297,16,1,29.729166666666668,5.446617115162037
40851,2,2,25,2.203472222222222,3.4157407407407407,16,5,29.729166666666668,7.006944444444445
40851,3,16,5,20.51875,6.772743778935185,16,5,29.729166666666668,25.111066261574074
40851,4,25,25,0.0,0.08625400119357639,16,16,29.729166666666668,29.729166666666668
40854,1,12,1,20.009722222222223,5.361596137152778,12,5,20.009722222222223,6.043829933449074
40854,2,25,25,0.0,1.8123385054976853,12,12,20.009722222222223,21.37849654586227
40861,1,3,5,2.9506944444444443,6.803384693287037,3,5,2.9506944444444443,9.892174479166666
40861,2,25,25,0.0,0.0,3,3,2.9506944444444443,3.1697212727864583
40866,1,12,1,13.802083333333334,5.453397714120371,12,5,13.802083333333334,6.24968677662037
40866,2,25,25,0.0,3.646325954861111,12,12,13.802083333333334,16.727453703703702
40867,1,12,1,39.05763888888889,5.325308159722222,12,1,39.05763888888889,6.449253472222222
40867,2,25,25,0.0,3.2311765769675924,12,12,39.05763888888889,39.05763888888889
40871,1,13,1,8.942361111111111,6.856374421296296,13,1,8.942361111111111,7.064406105324074
40871,2,25,25,0.0,2.677483543113426,13,13,8.942361111111111,8.942361111111111
40875,1,5,1,15.823611111111111,6.9255859375,5,1,15.823611111111111,7.2460329861111115
40875,2,25,25,0.0,0.4174122902199074,5,5,15.823611111111111,15.823611111111111
40876,1,18,9,3.8,3.7501432291666665,18,6,3.8,7.105490451388889
40876,2,25,25,0.0,2.991939742476852,18,18,3.8,3.8
40877,1,3,1,8.875694444444445,5.455560619212963,3,3,8.875694444444445,12.309098668981482
40877,2,25,25,0.0,0.0,3,3,8.875694444444445,11.328995406539352
40878,1,5,5,14.861805555555556,4.972641420717593,5,5,14.861805555555556,6.817000144675926
40878,2,25,25,0.0,0.0,5,5,14.861805555555556,14.861805555555556
40881,1,5,1,19.677777777777777,4.861253978587963,5,5,19.677777777777777,5.845564597800926
40881,2,25,25,0.0,1.538015407986111,5,5,19.677777777777777,19.677777777777777
40882,1,6,1,2.8097222222222222,5.745864800347222,6,6,2.8097222222222222,5.447515552662037
40882,2,25,25,0.0,0.0,6,6,2.8097222222222222,2.8097222222222222
40883,1,5,1,6.111111111111111,7.573844039351852,3,1,317.2048611111111,6.946326678240741
40883,2,11,25,279.70625,0.0,3,5,317.2048611111111,6.111111111111111
40883,3,3,5,31.3875,2.7381638816550926,3,5,317.2048611111111,290.38787977430553
40883,4,25,25,0.0,0.0,3,3,317.2048611111111,317.2048611111111
40888,1,1,1,0.9076388888888889,5.506387803819444,1,1,0.9076388888888889,5.883674768518518
40888,2,25,25,0.0,0.0,1,1,0.9076388888888889,0.9076388888888889
40896,1,5,5,4.110416666666667,5.867465639467593,5,5,4.110416666666667,7.991658709490741
40896,2,25,25,0.0,0.0,5,5,4.110416666666667,4.110416666666667
40897,1,12,5,9.049305555555556,5.677974898726852,12,5,9.049305555555556,6.379849537037037
40897,2,25,25,0.0,2.4431734664351854,12,12,9.049305555555556,9.049305555555556
40900,1,9,9,4.842361111111111,5.691072048611111,7,6,66.79305555555555,6.176502459490741
40900,2,8,25,57.13125,0.362619787145544,7,9,66.79305555555555,6.8516639539930555
40900,3,7,9,4.819444444444445,4.278362268518518,7,9,66.79305555555555,68.45245370370371
40900,4,25,25,0.0,0.0,7,7,66.79305555555555,66.79305555555555
40904,1,3,9,18.87361111111111,5.527655888310186,3,6,78.97152777777778,5.732194733796296
40904,2,0,25,45.96319444444445,0.0,3,3,78.97152777777778,18.87361111111111
40904,3,3,9,14.134722222222223,0.7477294921875,3,9,78.97152777777778,67.48062608506945
40904,4,25,25,0.0,0.0,3,3,78.97152777777778,80.68781665943287
40911,1,5,1,7.9375,5.949534143518519,12,5,217.86041666666668,6.570926649305555
40911,2,11,25,37.09375,0.0714744398328993,12,5,217.86041666666668,8.090965067545573
40911,3,1,5,6.8597222222222225,2.827562210648148,12,5,217.86041666666668,52.661234809027775
40911,4,11,25,66.10972222222222,2.7704866536458335,12,1,217.86041666666668,57.98512008101852
40911,5,5,5,2.73125,1.7450495515046296,12,6,217.86041666666668,138.01543836805556
40911,6,11,25,3.0083333333333333,2.7213416883680557,12,5,217.86041666666668,150.87254050925927
40911,7,5,5,4.110416666666667,0.1541438576027199,12,5,217.86041666666668,157.25151331018517
40911,8,11,25,46.980555555555554,3.8626121238425926,12,5,217.86041666666668,171.9315017361111
40911,9,5,5,7.007638888888889,0.0,12,6,217.86041666666668,248.05381944444446
40911,10,11,25,24.6,6.073899016203704,12,5,217.86041666666668,289.5414583333333
40911,11,12,5,11.421527777777778,0.0,12,6,217.86041666666668,324.0353125
40911,12,25,11,0.0,8.495944010416666,12,6,217.86041666666668,364.5793634259259
40912,1,3,5,4.846527777777778,5.519004267939815,3,5,4.846527777777778,6.482437065972222
40912,2,25,25,0.0,0.0,3,3,4.846527777777778,4.846527777777778
40913,1,6,1,2.1979166666666665,4.160125868055555,6,1,2.1979166666666665,4.703841869212963
40913,2,25,25,0.0,0.0,6,6,2.1979166666666665,2.1979166666666665
40916,1,3,1,2.7666666666666666,5.076698857060185,3,1,2.7666666666666666,5.384928023726852
40916,2,25,25,0.0,1.636305519386574,3,3,2.7666666666666666,2.7666666666666666
40922,1,5,5,2.048611111111111,4.267307942708333,5,5,2.048611111111111,8.493720341435186
40922,2,25,25,0.0,1.2525176323784721,5,5,2.048611111111111,2.048611111111111
40923,1,18,1,6.222222222222222,4.079619502314815,1,1,630.9027777777778,5.121008029513889
40923,2,11,25,623.8416666666667,0.0,1,18,630.9027777777778,8.484275535300926
40923,3,1,1,0.8388888888888889,5.279167028356482,1,1,630.9027777777778,635.7747359664352
40923,4,25,25,0.0,2.9113131148726854,1,1,630.9027777777778,630.9027777777778
40929,1,1,1,7.267361111111111,5.595906032986111,1,5,7.267361111111111,6.003675130208333
40929,2,25,25,0.0,0.0,1,1,7.267361111111111,7.5820040102358215
40934,1,1,1,6.180555555555555,4.649653862847222,5,1,143.39930555555554,5.707779586226851
40934,2,0,25,97.86111111111111,0.9042966941550926,5,1,143.39930555555554,6.180555555555555
40934,3,5,1,39.357638888888886,4.674767071759259,5,1,143.39930555555554,105.07618760850694
40934,4,25,25,0.0,1.5655318648726853,5,5,143.39930555555554,143.39930555555554
40936,1,3,9,27.697222222222223,5.404733072916667,3,6,27.697222222222223,8.44866970486111
